KOIpl,Rppri,E_Rppri,e_Rppri,Rpsec,E_Rpsec,e_Rpsec,Rpkep,e_Rpkep,Teqpri,E_Teqpri,e_Teqpri,Teqsec,E_Teqsec,e_Teqsec,Teqkep,Spri,E_Spri,e_Spri,Ssec,E_Ssec,e_Ssec,Skep,e_Skep,KOI,Simbad_x,_RA_x,_DE_x,NIRC2,Np,Sep,Date,rmag,SNR,dmi,e_dmi,dmLP600,e_dmLP600,dmGaia,e_dmGaia,dm562nm,e_dm562nm,dm692nm,e_dm692nm,dm880nm,e_dm880nm,dmJ,e_dmJ,dmK,e_dmK,Ref,Teff1,E_Teff1,e_Teff1,Teff2,E_Teff2,e_Teff2,Teffkep,e_Teffkep,Rstar1,E_Rstar1,e_Rstar1,Rstar2/Rstar1,E_Rstar2/Rstar1,e_Rstar2/Rstar1,Rstarkep,e_Rstarkep,fcorr-p,E_fcorr-p,e_fcorr-p,fcorr-s,E_fcorr-s,e_fcorr-s,Source,K16,F17,Simbad_y,_RA_y,_DE_y,KOIpl_clean,kepoi_name,koi_period,koi_period_err1,koi_period_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_steff,koi_srad,koi_smass,Rstar2,Mstar1_est,Mstar2_est,rho_pri,rho_sec,rho_transit,rho_transit_fracerr,rho_transit_err,rho_pri_err,rho_sec_err,lnL_pri,lnL_sec,prior_pri,prior_sec,p_pri,p_sec,usable
3415.01,2.43,0.55,0.56,2.46,0.53,0.57,1.77,0.29,966,77,80,952,78,80,874,161.83,13.52,13.68,149.9,12.85,13.91,137.91,61.37,3415,Simbad,288.54918,38.56521,*,1,0.74,2021-09-22,13.08,204,,,0.03,0.05,0.09,0.05,,,,,,,,,,,F17,6541,70,67,6481,71,73,5831,105,1.314,0.037,0.037,0.991,0.013,0.013,1.382,0.221,1.32,0.27,0.18,1.35,0.27,0.19,2,0,1,Simbad,288.54918,38.56521,3415.01,,,,,,,,,,,,,,,,,,,,1.302174,1.4068384,1.3910292,0.62009484,0.6299836,,,,0.093014225,0.09449755,,,0.5,0.5,,,False
3432.01,1.75,0.44,0.44,2.73,0.72,0.7,2.36,0.42,499,48,50,368,38,39,564,12.89,1.46,1.42,4.49,0.61,0.6,23.9,11.75,3432,Simbad,284.77808,44.91678,*,1,0.66,2022-08-03,14.98,108,,,1.37,0.17,,,,,,,,,,,,,,5785,91,94,4840,124,121,5332,95,0.937,0.033,0.032,0.778,0.027,0.024,1.453,0.26,0.72,0.17,0.11,1.13,0.25,0.18,2,0,1,Simbad,284.77808,44.91678,3432.01,,,,,,,,,,,,,,,,,,,,0.72898597,0.9218802,0.6735952,1.1206132,1.7387673,,,,0.16809198,0.2608151,,,0.5,0.5,,,False
3456.01,1.07,0.15,0.15,1.08,0.15,0.15,1.08,0.14,455,15,15,447,16,16,525,20.49,1.33,1.3,19.82,1.49,1.57,17.96,6.49,3456,Simbad,292.00202,41.78696,*,2,0.04,2021-04-22,12.91,370,,,,,,,0.0,0.15,,,0.16,0.15,,,,,F17,5681,52,58,5658,61,74,5526,111,0.867,0.015,0.015,0.974,0.025,0.024,1.223,0.055,0.99,0.05,0.05,1.0,0.05,0.05,1,0,1,Simbad,292.00202,41.78696,3456.01,,,,,,,,,,,,,,,,,,,,0.844458,0.83661157,0.80951065,1.283709,1.344276,,,,0.19255637,0.2016414,,,0.5,0.5,,,False
3456.02,1.15,0.44,0.44,1.17,0.44,0.44,1.18,0.44,216,8,7,212,8,7,249,0.52,0.03,0.03,0.5,0.04,0.04,0.91,1.0,3456,Simbad,292.00202,41.78696,*,2,0.04,2021-04-22,12.91,370,,,,,,,0.0,0.15,,,0.16,0.15,,,,,F17,5681,52,58,5658,61,74,5526,111,0.867,0.015,0.015,0.974,0.025,0.024,1.223,0.055,0.99,0.05,0.05,1.0,0.05,0.05,1,0,1,Simbad,292.00202,41.78696,3456.02,,,,,,,,,,,,,,,,,,,,0.844458,0.83661157,0.80951065,1.283709,1.344276,,,,0.19255637,0.2016414,,,0.5,0.5,,,False
3480.01,1.8,0.44,0.44,2.28,0.55,0.56,1.15,0.2,800,79,81,672,69,69,671,80.2,9.13,9.09,43.81,6.24,6.78,47.91,26.75,3480,Simbad,296.65257,46.61884,*,1,0.4,2021-08-05,15.92,154,,,0.75,0.2,,,,,,,,,,,,,F17,5754,89,89,5226,143,147,5469,162,0.921,0.035,0.034,0.855,0.032,0.032,0.738,0.131,1.52,0.35,0.23,1.91,0.45,0.3,2,0,1,Simbad,296.65257,46.61884,3480.01,,,,,,,,,,,,,,,,,,,,0.787455,0.9022451,0.7417921,1.1549033,1.5191649,,,,0.1732355,0.22787474,,,0.5,0.5,,,False
3494.01,3.39,0.59,0.6,9.82,1.98,1.81,2.67,0.41,503,29,30,253,14,18,451,7.83,0.64,0.64,1.04,0.22,0.31,9.8,5.2,3494,Simbad,291.19881,44.16623,*,1,0.59,2023-07-08,15.6,161,,,,,,,,,,,,,,,2.23,0.0,,5210,84,73,3639,21,18,5247,184,0.768,0.018,0.018,0.512,0.003,0.003,0.614,0.053,1.27,0.12,0.1,3.74,0.39,0.35,1,0,0,Simbad,291.19881,44.16623,3494.01,,,,,,,,,,,,,,,,,,,,0.393216,0.7189547,0.31137878,1.5871495,5.1214795,,,,0.23807244,0.768222,,,0.5,0.5,,,False
3908.01,2.03,0.33,0.34,2.13,0.36,0.36,2.23,0.35,526,16,16,503,15,16,566,23.94,1.05,1.07,19.68,1.19,1.17,24.33,10.99,3908,Simbad,299.58339,47.4481,*,1,0.04,2022-08-15,12.03,598,,,,,,,,,,,,,,,0.13,0.03,"F17,K16",6482,34,37,6327,46,46,5721,114,1.299,0.012,0.012,0.958,0.011,0.011,1.933,0.085,0.91,0.04,0.04,0.95,0.04,0.04,1,1,1,Simbad,299.58339,47.4481,3908.01,,,,,,,,,,,,,,,,,,,,1.244442,1.3867924,1.3143721,0.6326798,0.68201566,,,,0.09490198,0.10230235,,,0.5,0.5,,,False
3991.01,1.32,0.18,0.19,3.3,0.5,0.48,1.37,0.14,1448,81,79,842,46,46,1480,993.83,69.43,71.16,152.33,8.66,9.01,1135.98,325.72,3991,Simbad,296.50353,47.48692,*,1,0.2,2022-09-21,13.11,397,,,,,,,,,,,,,,,1.48,0.01,"F17,K16",5605,61,66,4030,39,33,5519,83,0.851,0.018,0.018,0.652,0.005,0.006,0.921,0.093,0.95,0.11,0.09,2.39,0.27,0.25,2,1,1,Simbad,296.50353,47.48692,3991.01,,,,,,,,,,,,,,,,,,,,0.554852,0.8173573,0.4788742,1.3262434,2.8034317,,,,0.19893652,0.4205148,,,0.5,0.5,,,False
4004.01,1.38,0.2,0.2,4.87,0.7,0.7,1.41,0.19,1045,32,32,454,14,13,1058,256.5,10.92,10.82,15.97,0.72,0.69,296.74,109.95,4004,Simbad,283.9951,39.91702,*,1,1.93,2022-09-15,12.67,418,,,4.34,0.27,4.24,0.05,,,,,,,3.42,0.05,2.38,0.05,"F17,B16,K16",5751,33,37,3697,17,17,5739,115,0.878,0.007,0.006,0.457,0.005,0.005,0.905,0.039,0.98,0.04,0.04,3.46,0.16,0.14,1,1,1,Simbad,283.9951,39.91702,4004.01,,,,,,,,,,,,,,,,,,,,0.401246,0.84990066,0.3193474,1.2556963,4.943462,,,,0.18835445,0.74151933,,,0.5,0.5,,,False
4032.01,0.75,0.12,0.12,3.1,0.5,0.49,0.83,0.13,1194,37,36,451,14,15,1160,494.84,25.25,24.45,18.53,1.13,1.14,427.07,190.34,4032,Simbad,285.72849,42.65453,*,5,0.12,2022-09-16,12.59,531,,,,,,,,,,,,,,,3.03,0.06,"F17,K16",6030,35,37,3639,21,23,5545,111,1.06,0.008,0.008,0.391,0.008,0.008,1.184,0.051,0.9,0.04,0.04,3.73,0.18,0.18,1,1,1,Simbad,285.72849,42.65453,4032.01,,,,,,,,,,,,,,,,,,,,0.41445997,1.0755543,0.33254716,0.9030562,4.6709523,,,,0.13545844,0.7006429,,,0.5,0.5,,,False
4032.02,0.63,0.1,0.1,2.61,0.42,0.41,0.7,0.11,1326,43,43,501,16,17,1287,750.1,38.27,37.06,28.09,1.71,1.72,647.55,288.6,4032,Simbad,285.72849,42.65453,*,5,0.12,2022-09-16,12.59,531,,,,,,,,,,,,,,,3.03,0.06,"F17,K16",6030,35,37,3639,21,23,5545,111,1.06,0.008,0.008,0.391,0.008,0.008,1.184,0.051,0.9,0.04,0.04,3.73,0.18,0.18,1,1,1,Simbad,285.72849,42.65453,4032.02,,,,,,,,,,,,,,,,,,,,0.41445997,1.0755543,0.33254716,0.9030562,4.6709523,,,,0.13545844,0.7006429,,,0.5,0.5,,,False
4032.03,0.82,0.12,0.13,3.39,0.53,0.52,0.91,0.14,1041,33,31,393,13,13,1010,283.96,14.49,14.03,10.63,0.65,0.65,245.32,109.34,4032,Simbad,285.72849,42.65453,*,5,0.12,2022-09-16,12.59,531,,,,,,,,,,,,,,,3.03,0.06,"F17,K16",6030,35,37,3639,21,23,5545,111,1.06,0.008,0.008,0.391,0.008,0.008,1.184,0.051,0.9,0.04,0.04,3.73,0.18,0.18,1,1,1,Simbad,285.72849,42.65453,4032.03,,,,,,,,,,,,,,,,,,,,0.41445997,1.0755543,0.33254716,0.9030562,4.6709523,,,,0.13545844,0.7006429,,,0.5,0.5,,,False
4032.04,0.77,0.12,0.13,3.18,0.49,0.53,0.85,0.13,1097,33,33,414,13,13,1065,352.0,17.96,17.39,13.18,0.8,0.81,304.8,135.84,4032,Simbad,285.72849,42.65453,*,5,0.12,2022-09-16,12.59,531,,,,,,,,,,,,,,,3.03,0.06,"F17,K16",6030,35,37,3639,21,23,5545,111,1.06,0.008,0.008,0.391,0.008,0.008,1.184,0.051,0.9,0.04,0.04,3.73,0.18,0.18,1,1,1,Simbad,285.72849,42.65453,4032.04,,,,,,,,,,,,,,,,,,,,0.41445997,1.0755543,0.33254716,0.9030562,4.6709523,,,,0.13545844,0.7006429,,,0.5,0.5,,,False
4032.05,0.74,0.11,0.11,3.06,0.46,0.45,0.82,0.12,977,31,30,369,12,12,948,220.88,11.27,10.91,8.27,0.5,0.51,191.14,85.18,4032,Simbad,285.72849,42.65453,*,5,0.12,2022-09-16,12.59,531,,,,,,,,,,,,,,,3.03,0.06,"F17,K16",6030,35,37,3639,21,23,5545,111,1.06,0.008,0.008,0.391,0.008,0.008,1.184,0.051,0.9,0.04,0.04,3.73,0.18,0.18,1,1,1,Simbad,285.72849,42.65453,4032.05,,,,,,,,,,,,,,,,,,,,0.41445997,1.0755543,0.33254716,0.9030562,4.6709523,,,,0.13545844,0.7006429,,,0.5,0.5,,,False
4060.01,2.16,0.34,0.35,8.87,1.61,1.49,2.36,0.37,359,11,11,129,4,5,329,4.78,0.13,0.35,0.15,0.01,0.02,2.77,1.22,4060,Simbad,290.8339,45.43565,*,1,0.48,2023-08-22,13.79,270,,,,,,,,,,,,,,,3.02,0.0,,6596,44,40,3834,25,23,5792,116,1.348,0.018,0.017,0.378,0.003,0.003,1.478,0.066,0.92,0.04,0.04,3.81,0.2,0.19,1,0,1,Simbad,290.8339,45.43565,4060.01,,,,,,,,,,,,,,,,,,,,0.509544,1.4524875,0.43050393,0.5929836,3.2541082,,,,0.08894754,0.48811623,,,0.5,0.5,,,False
4097.01,0.95,0.11,0.11,3.08,0.36,0.36,0.99,0.09,819,43,42,327,18,18,816,134.56,4.77,4.78,8.39,0.53,0.52,104.74,36.18,4097,Simbad,285.69,40.99453,*,2,0.17,2023-07-12,13.37,273,,,,,,,,,,,,,,,3.55,0.08,"F17,K16",4495,32,29,3203,19,17,4355,152,0.664,0.005,0.006,0.315,0.01,0.01,0.704,0.052,0.95,0.08,0.07,3.09,0.26,0.23,1,1,1,Simbad,285.69,40.99453,4097.01,,,,,,,,,,,,,,,,,,,,0.20915999,0.5993908,0.14144847,2.047415,15.458324,,,,0.30711228,2.3187487,,,0.5,0.5,,,False
4097.02,0.53,0.06,0.06,1.72,0.2,0.2,0.55,0.05,702,37,35,281,15,15,699,72.25,2.56,2.57,4.51,0.28,0.28,56.19,19.41,4097,Simbad,285.69,40.99453,*,2,0.17,2023-07-12,13.37,273,,,,,,,,,,,,,,,3.55,0.08,"F17,K16",4495,32,29,3203,19,17,4355,152,0.664,0.005,0.006,0.315,0.01,0.01,0.704,0.052,0.95,0.08,0.07,3.09,0.26,0.23,1,1,1,Simbad,285.69,40.99453,4097.02,,,,,,,,,,,,,,,,,,,,0.20915999,0.5993908,0.14144847,2.047415,15.458324,,,,0.30711228,2.3187487,,,0.5,0.5,,,False
4098.01,2.02,0.61,1.56,0.37,1.83,0.3,2.39,0.92,1475,238,322,1148,184,249,2384,977.37,62.94,61.8,414.17,29.01,28.62,7641.15,8839.4,4098,Simbad,287.50372,44.16728,*,1,0.78,2023-08-22,13.83,268,,,1.11,0.22,,,,,,,,,,,0.62,0.0,,5184,64,57,4419,56,52,5023,150,0.773,0.013,0.012,0.833,0.006,0.007,2.571,0.989,0.34,0.2,0.1,0.53,0.3,0.15,2,0,1,Simbad,287.50372,44.16728,4098.01,,,,,,,,,,,,,,,,,,,,0.643909,0.7248103,0.5768071,1.5692273,2.1605144,,,,0.2353841,0.32407716,,,0.5,0.5,,,False
4149.01,1.55,0.55,0.56,1.6,0.58,0.57,1.71,0.59,873,60,60,829,56,58,996,391.58,34.75,33.97,338.12,32.4,30.81,232.24,236.18,4149,Simbad,296.96211,48.25637,*,2,1.64,2022-08-05,14.2,161,,,0.17,0.03,0.04,0.05,,,,,,,0.2,0.01,,,,6781,73,81,6653,78,81,6285,220,1.423,0.042,0.043,0.935,0.006,0.006,2.169,0.252,0.88,0.12,0.1,0.91,0.12,0.1,1,0,1,Simbad,296.96211,48.25637,4149.01,,,,,,,,,,,,,,,,,,,,1.330505,1.5541972,1.4289619,0.5393758,0.60669595,,,,0.08090637,0.091004394,,,0.5,0.5,,,False
4149.02,1.64,0.58,0.6,1.7,0.57,0.6,1.82,0.62,755,53,53,717,52,50,862,220.06,19.53,19.1,190.02,18.21,17.32,130.5,132.71,4149,Simbad,296.96211,48.25637,*,2,1.64,2022-08-05,14.2,161,,,0.17,0.03,0.04,0.05,,,,,,,0.2,0.01,,,,6781,73,81,6653,78,81,6285,220,1.423,0.042,0.043,0.935,0.006,0.006,2.169,0.252,0.88,0.12,0.1,0.91,0.12,0.1,1,0,1,Simbad,296.96211,48.25637,4149.02,,,,,,,,,,,,,,,,,,,,1.330505,1.5541972,1.4289619,0.5393758,0.60669595,,,,0.08090637,0.091004394,,,0.5,0.5,,,False
4153.01,1.64,0.46,0.47,5.92,1.7,1.71,1.65,0.44,1011,55,57,431,23,27,1012,319.5,22.79,22.1,19.39,0.83,2.84,247.34,194.38,4153,Simbad,294.98059,44.4253,*,1,0.47,2023-06-30,14.63,176,,,,,,,,,,,,,,,2.6,0.01,,5850,58,54,3697,24,21,5832,204,0.945,0.02,0.018,0.451,0.003,0.003,0.958,0.075,1.0,0.09,0.07,3.63,0.33,0.28,1,0,1,Simbad,294.98059,44.4253,4153.01,,,,,,,,,,,,,,,,,,,,0.426195,0.9317293,0.3443582,1.1040642,4.448211,,,,0.16560964,0.6672317,,,0.5,0.5,,,False
4184.01,1.38,0.17,0.17,1.42,0.17,0.17,1.07,0.09,778,46,44,764,44,42,808,83.81,6.8,6.91,79.31,6.54,6.79,100.72,32.86,4184,Simbad,281.89812,42.28585,*,1,0.21,2021-09-19,13.4,197,,,,,,,,,,,,,,,0.05,0.01,"F17,K16",4992,76,72,4943,75,76,4991,149,0.742,0.02,0.02,0.984,0.008,0.008,0.804,0.069,1.28,0.12,0.11,1.31,0.13,0.11,2,1,1,Simbad,281.89812,42.28585,4184.01,,,,,,,,,,,,,,,,,,,,0.730128,0.68866,0.6749145,1.68575,1.7340106,,,,0.2528625,0.2601016,,,0.5,0.5,,,False
4252.01,0.75,0.06,0.06,0.91,0.07,0.07,0.72,0.05,379,9,9,335,8,8,399,6.71,0.1,0.11,4.21,0.13,0.13,5.98,1.27,4252,Simbad,287.36405,47.78519,*,1,0.04,2021-09-28,14.03,243,,,,,,,,,,,,,,,0.47,0.01,"F17,K16",3996,6,9,3774,14,14,3873,77,0.612,0.005,0.005,0.876,0.005,0.006,0.723,0.02,1.05,0.03,0.03,1.26,0.04,0.04,1,1,1,Simbad,287.36405,47.78519,4252.01,,,,,,,,,,,,,,,,,,,,0.536112,0.54130155,0.45874298,2.361484,2.9771645,,,,0.35422263,0.4465747,,,0.5,0.5,,,False
4268.01,0.91,0.11,0.1,1.48,0.19,0.18,0.59,0.05,1464,72,75,1127,53,56,1139,834.49,54.0,55.6,337.41,18.76,19.04,396.64,114.92,4268,Simbad,293.288,43.51496,*,1,3.55,2023-08-05,15.19,199,,,,,,,,,,,,,,,0.75,0.05,F17,4704,57,59,4016,36,30,4296,115,0.691,0.017,0.017,0.811,0.013,0.013,0.505,0.039,1.52,0.14,0.11,2.49,0.23,0.2,2,0,1,Simbad,293.288,43.51496,4268.01,,,,,,,,,,,,,,,,,,,,0.56040096,0.6300101,0.48486808,1.9094726,2.755034,,,,0.2864209,0.41325513,,,0.5,0.5,,,False
4273.01,1.13,0.29,0.31,2.05,0.55,0.56,1.31,0.25,841,84,85,509,49,52,901,114.31,8.31,8.46,20.1,2.15,2.08,155.73,80.66,4273,Simbad,294.20985,46.47994,*,1,0.18,2021-11-07,12.65,478,,,,,,,,,2.13,0.15,1.99,0.15,,,,,,6433,44,72,4971,92,96,6180,111,1.217,0.032,0.039,0.612,0.014,0.015,1.54,0.291,0.84,0.19,0.14,1.5,0.36,0.24,2,0,1,Simbad,294.20985,46.47994,4273.01,,,,,,,,,,,,,,,,,,,,0.74480397,1.2782425,0.69191456,0.70915556,1.6746595,,,,0.10637334,0.25119895,,,0.5,0.5,,,False
4287.01,1.26,0.3,0.31,1.87,0.43,0.46,1.29,0.22,1077,93,97,700,62,62,1030,272.15,19.16,21.37,61.26,5.3,5.44,266.05,132.55,4287,Simbad,290.45829,48.66139,*,2,0.58,2021-11-10,11.22,550,,,,,,,,,,,,,,,1.28,0.01,"F17,B16,K16",6838,49,83,5647,62,86,6134,124,1.44,0.026,0.028,0.62,0.004,0.004,1.665,0.293,0.94,0.19,0.14,1.39,0.31,0.21,2,1,1,Simbad,290.45829,48.66139,4287.01,,,,,,,,,,,,,,,,,,,,0.89280003,1.5774411,0.8678462,0.52828175,1.2194954,,,,0.07924227,0.18292432,,,0.5,0.5,,,False
4287.02,0.83,0.2,0.21,1.24,0.3,0.31,0.85,0.15,1190,109,109,774,70,73,1142,411.82,28.98,32.33,92.7,8.03,8.23,402.64,200.59,4287,Simbad,290.45829,48.66139,*,2,0.58,2021-11-10,11.22,550,,,,,,,,,,,,,,,1.28,0.01,"F17,B16,K16",6838,49,83,5647,62,86,6134,124,1.44,0.026,0.028,0.62,0.004,0.004,1.665,0.293,0.94,0.19,0.14,1.39,0.31,0.21,2,1,1,Simbad,290.45829,48.66139,4287.02,,,,,,,,,,,,,,,,,,,,0.89280003,1.5774411,0.8678462,0.52828175,1.2194954,,,,0.07924227,0.18292432,,,0.5,0.5,,,False
4310.01,1.1,0.26,0.25,2.01,0.52,0.48,1.15,0.25,719,39,40,499,29,29,752,70.98,4.66,4.59,20.24,2.36,2.36,75.83,51.67,4310,Simbad,287.08749,42.66867,*,1,0.06,2023-09-18,14.55,218,,,,,,,,,,,,,,,0.87,0.08,,5545,53,56,4416,100,84,5450,191,0.844,0.015,0.016,0.756,0.017,0.017,0.966,0.074,0.95,0.08,0.07,1.73,0.17,0.15,1,0,0,Simbad,287.08749,42.66867,4310.01,,,,,,,,,,,,,,,,,,,,0.63806397,0.80896187,0.57026964,1.3455528,2.1952684,,,,0.20183294,0.32929027,,,0.5,0.5,,,False
4331.01,1.66,0.62,0.72,1.68,0.62,0.69,1.45,0.43,1959,288,315,1849,266,295,2212,3089.3,296.02,298.43,2515.61,263.02,256.39,5645.85,4932.26,4331,Simbad,290.81361,40.25486,*,1,0.4,2022-10-04,13.37,373,,,0.25,0.04,,,,,,,,,,,0.13,0.05,,6587,82,83,6419,88,85,6694,188,1.297,0.051,0.049,0.938,0.012,0.011,1.732,0.511,1.01,0.43,0.24,1.05,0.45,0.23,2,0,1,Simbad,290.81361,40.25486,4331.01,,,,,,,,,,,,,,,,,,,,1.2165861,1.3841239,1.277699,0.634388,0.70957774,,,,0.09515821,0.10643666,,,0.5,0.5,,,False
4343.01,2.12,0.46,0.46,3.35,0.7,0.68,1.73,0.25,881,70,70,549,44,44,725,100.61,7.32,7.27,19.27,2.08,2.07,65.27,27.86,4343,Simbad,288.07641,43.95851,*,1,0.89,2021-09-30,13.66,220,,,,,,,,,,,,,,,1.41,0.05,F17,6809,65,65,5487,92,99,5973,120,1.463,0.024,0.034,0.6,0.011,0.011,1.305,0.193,1.2,0.2,0.15,1.89,0.32,0.25,2,0,1,Simbad,288.07641,43.95851,4343.01,,,,,,,,,,,,,,,,,,,,0.87780005,1.6089977,0.84965867,0.51383346,1.2561969,,,,0.07707502,0.18842953,,,0.5,0.5,,,False
4418.01,2.13,0.77,0.81,3.83,1.41,1.45,3.19,1.16,219,19,19,130,11,12,247,2.63,0.29,0.27,0.43,0.04,0.04,0.89,0.96,4418,Simbad,293.01492,38.01242,*,1,1.41,2022-06-12,15.89,88,,,2.23,0.02,2.29,0.05,,,,,,,,,,,,6541,98,81,5040,99,84,5844,117,1.31,0.049,0.045,0.591,0.013,0.011,2.14,0.344,0.65,0.13,0.09,1.17,0.23,0.17,1,0,1,Simbad,293.01492,38.01242,4418.01,,,,,,,,,,,,,,,,,,,,0.77421,1.4014871,0.7262288,0.6234122,1.5649381,,,,0.093511835,0.23474072,,,0.5,0.5,,,False
4457.01,1.61,0.49,0.47,5.51,1.63,1.61,1.56,0.46,546,23,23,226,9,9,500,17.29,1.37,1.46,0.83,0.07,0.07,14.73,12.47,4457,Simbad,290.5125,50.64917,*,1,0.25,2023-07-02,13.76,281,,,,,,,,,,,,,,,2.49,0.02,,6528,65,66,4037,54,47,6051,121,1.277,0.039,0.037,0.446,0.006,0.005,1.251,0.078,1.03,0.07,0.07,3.54,0.27,0.24,1,0,1,Simbad,290.51245,50.64931,4457.01,,,,,,,,,,,,,,,,,,,,0.569542,1.3574961,0.49477437,0.65187746,2.6781194,,,,0.09778162,0.40171793,,,0.5,0.5,,,False
4460.01,1.87,0.3,0.29,4.73,0.75,0.77,2.02,0.3,281,9,9,156,6,6,278,1.36,0.09,0.09,0.18,0.01,0.02,1.41,0.55,4460,Simbad,290.14723,46.80286,*,1,0.06,2023-09-06,14.59,189,,,,,,,,,,,,,,,1.58,0.06,,5883,52,49,4158,58,59,5500,110,0.971,0.016,0.016,0.615,0.011,0.011,1.085,0.052,0.92,0.05,0.04,2.33,0.15,0.13,1,0,1,Simbad,290.14723,46.80286,4460.01,,,,,,,,,,,,,,,,,,,,0.59716505,0.9638824,0.52495,1.0528495,2.4651017,,,,0.15792744,0.36976528,,,0.5,0.5,,,False
4508.01,1.44,0.13,0.13,1.44,0.13,0.14,1.02,0.06,1002,45,47,1002,47,48,983,221.92,16.82,17.45,222.39,18.04,17.22,220.65,59.94,4508,Simbad,294.37354,40.65144,*,1,0.08,2023-07-08,15.25,179,,,,,,,,,,,,,,,0.0,0.05,F17,4806,63,71,4802,75,71,4705,139,0.714,0.017,0.016,1.001,0.016,0.017,0.72,0.046,1.4,0.12,0.1,1.41,0.1,0.1,2,0,1,Simbad,294.37354,40.65144,4508.01,,,,,,,,,,,,,,,,,,,,0.714714,0.65633076,0.6571513,1.8031346,1.7999834,,,,0.2704702,0.2699975,,,0.5,0.5,,,False
4510.01,1.14,0.26,0.26,2.25,0.49,0.52,1.31,0.21,1284,105,107,750,62,65,1243,534.39,54.05,52.2,82.15,10.97,11.18,565.42,239.37,4510,Simbad,296.51203,49.72776,*,1,0.11,2021-10-07,14.39,198,,,,,,,,,,,,,,,1.47,0.04,F17,6367,74,83,4784,123,134,5578,83,1.214,0.043,0.046,0.605,0.009,0.009,1.497,0.237,0.85,0.16,0.12,1.67,0.34,0.25,2,0,1,Simbad,296.51203,49.72776,4510.01,,,,,,,,,,,,,,,,,,,,0.73447,1.2743049,0.6799353,0.71222514,1.716111,,,,0.10683378,0.25741667,,,0.5,0.5,,,False
4535.01,0.85,0.13,0.13,1.68,0.25,0.26,0.88,0.11,703,42,41,466,27,28,711,76.48,7.03,6.78,18.62,1.69,1.68,60.47,25.31,4535,Simbad,292.25282,38.60899,*,2,0.08,2023-08-20,14.74,219,,,,,,,,,,,,,,,1.05,0.03,,5506,72,77,4270,60,62,5288,185,0.846,0.021,0.021,0.73,0.009,0.009,0.948,0.085,0.95,0.1,0.08,1.9,0.2,0.17,1,0,0,Simbad,292.25282,38.60899,4535.01,,,,,,,,,,,,,,,,,,,,0.61758006,0.8113588,0.5474779,1.339991,2.3242712,,,,0.20099865,0.34864068,,,0.5,0.5,,,False
4535.02,0.75,0.17,0.18,1.5,0.35,0.37,0.78,0.17,840,50,52,557,33,35,849,155.31,14.27,13.77,37.81,3.44,3.41,122.75,87.99,4535,Simbad,292.25282,38.60899,*,2,0.08,2023-08-20,14.74,219,,,,,,,,,,,,,,,1.05,0.03,,5506,72,77,4270,60,62,5288,185,0.846,0.021,0.021,0.73,0.009,0.009,0.948,0.085,0.95,0.1,0.08,1.9,0.2,0.17,1,0,0,Simbad,292.25282,38.60899,4535.02,,,,,,,,,,,,,,,,,,,,0.61758006,0.8113588,0.5474779,1.339991,2.3242712,,,,0.20099865,0.34864068,,,0.5,0.5,,,False
4549.01,5.24,2.57,4.13,3.49,1.1,1.55,1.16,0.35,1825,251,300,1064,143,176,1346,1928.34,166.86,157.05,347.75,24.79,24.86,773.92,685.72,4549,Simbad,292.0263,41.98412,*,1,0.75,2021-09-29,15.94,154,,,1.99,0.14,2.54,0.0,,,,,,,,,,,,6409,60,74,4974,60,68,5799,172,1.188,0.036,0.041,0.564,0.01,0.01,0.86,0.254,1.43,0.58,0.32,2.61,1.08,0.61,2,0,1,Simbad,292.0263,41.98412,4549.01,,,,,,,,,,,,,,,,,,,,0.67003196,1.2402823,0.60620487,0.73972666,2.0152683,,,,0.110959,0.30229026,,,0.5,0.5,,,False
4567.01,6.62,2.21,2.26,19.95,6.8,6.7,8.1,2.69,760,26,25,329,11,11,784,238.81,11.06,11.79,11.92,0.55,0.52,89.04,87.24,4567,Simbad,301.5628,44.24045,*,2,1.28,2022-06-11,13.74,213,,,2.48,0.13,,,,,,,,,2.89,0.01,1.67,0.03,,6856,38,47,4337,37,30,6369,127,1.467,0.019,0.022,0.468,0.004,0.004,1.804,0.09,0.82,0.04,0.04,2.49,0.14,0.14,1,0,1,Simbad,301.5628,44.24045,4567.01,,,,,,,,,,,,,,,,,,,,0.686556,1.6144985,0.6249495,0.5113842,1.9311547,,,,0.07670763,0.2896732,,,0.5,0.5,,,False
4567.02,0.91,0.31,0.31,2.76,0.95,0.94,1.11,0.37,1114,37,36,482,16,16,1149,1105.29,51.19,54.59,55.16,2.55,2.42,412.73,404.38,4567,Simbad,301.5628,44.24045,*,2,1.28,2022-06-11,13.74,213,,,2.48,0.13,,,,,,,,,2.89,0.01,1.67,0.03,,6856,38,47,4337,37,30,6369,127,1.467,0.019,0.022,0.468,0.004,0.004,1.804,0.09,0.82,0.04,0.04,2.49,0.14,0.14,1,0,1,Simbad,301.5628,44.24045,4567.02,,,,,,,,,,,,,,,,,,,,0.686556,1.6144985,0.6249495,0.5113842,1.9311547,,,,0.07670763,0.2896732,,,0.5,0.5,,,False
